時間,コメント,
10629.44,屋台？,
10629.45,ww,
10629.91,屋台ｗｗ,
10630.03,屋台,
10630.17,食欲に支配されてない？,
10632.52,うそだろｗｗｗｗｗ,
10633.35,草,
10633.42,食いしん坊で草,
10633.5,屋台ｗ,
10636.13,飯につながってる,
10636.36,屋台w,
10637.34,屋台かわいw,
10640.68,屋台かw,
10642.11,草,
10644.95,５００ｌｖの発言とは思えないよね,
10647.93,やっぱ貧乏なのこいつの食費か,
10654.39,おおお,
10656.92,ほぉ～,
10658.55,おお！,
10661.51,みっちーさん小技みたいのたくさん知ってるよねw,
10661.6,たしかに,
10663.74,たしかにw,
10672.06,おおお,
10675.12,明日あかりん確定なの？,
10675.26,そういえばそうだわ,
10683.74,本番はbo1だもんなあ,
10685.46,おお,
10688.97,ほえ～,
10691.18,豆知識や,
10694.27,天才か？,
10701.69,解除でぼっこぼこにされてたもんな,
10701.89,長押し設置もか,
10713.1,まずい爆発したらえぐいことになる,
10714.16,知らなかった,
10716.22,500Lvさん？,
10719.15,長押しで解除…？,
10721.78,あ,
10722.06,ｗｗｗ,
10722.45,ｗｗ,
10722.62,設置もだね,
10724.65,あ,
10724.76,500レベルさん？,
10724.84,し、死んでる…,
10726.14,めっちゃ飲み込まれた,
10726.52,草,
10726.54,草,
10726.78,500レベル...,
10726.82,通過したな今w,
10727.16,あｗ,
10727.38,あ,
10728.5,逃げたw,
10729.17,ww,
10729.32,w,
10730.17,あーあｗ,
10731.75,草,
10732.11,５５０レベルさん・・・？？,
10732.39,負けました,
10735.68,ｗｗｗｗｗｗｗ,
10737.18,草,
10737.28,いい学び,
10737.75,w,
10738.05,なんて？,
10738.34,ヘイヴン勝ったの！？すごい,
10739.4,こちしき？,
10740.74,こちしき,
10740.85,こちしきｗ,
10741.53,500レベ…,
10741.7,w,
10741.72,小知識,
10741.88,豆知識なｗｗ,
10743.14,こちしき,
10743.45,小知識？,
10743.88,こちしき？？,
10745,こちしきww,
10745.35,小ネタってことかｗ,
10745.67,こちしきｗ,
10745.98,こりょこう、こちしき,
10746.05,小技な,
10746.41,小智識,
10746.49,なんだそれｗ,
10747.37,小知識w,
10748.1,豆？,
10748.38,小知識か,
10748.56,豆知識ね,
10748.57,ｗｗｗ,
10748.69,コチシキw,
10748.94,翻訳ｗ,
10749.43,豆知識？,
10750.17,こちしきw,
10750.61,小錦！？,
10750.65,小知識,
10752.11,知能ないからな,
10753.04,500独自言語が多すぎるww,
10753.46,こちしき派はかしこいなあ,
10753.52,豆知識のこと？ｗ,
10755.23,小豆知識か,
10755.35,小豆知識ね,
10755.42,レベル500が今知ったんやばいけどな,
10755.8,なるほどなｗ,
10755.88,まめちきし,
10756.66,こりょこう,
10756.77,草,
10757.32,豆知識ｗ,
10757.87,小知識,
10757.8,豆知識では？w,
10757.87,小錦みたいにいうな,
10758.14,豆知識ねｗ,
10758.18,豆知識w,
10759.55,なるほどね…,
10759.81,豆知識のことこちしきっていってんの？ｗｗ,
10759.98,豆でええんちゃうw,
10760.73,小知識か,
10760.75,こりょこうにこちしき,
10761.86,小錦,
10762.04,いいね,
10762.45,ライフハックとも言う,
10770.85,こちしきだの、こりょこうだの聞く日だなｗ,
10771.95,豆知識かw,
10772.09,豆知識的な？？,
10774.55,こちしきw,
10777.71,小豆知識,
10780.34,小錦の仲間？,
10781.81,活用していくの草,
10782.67,小知識ね,
10784.55,こちしき,
10786.6,見たから消していいですよ,
10789.46,こちしきぃw,
10789.74,こちしき,
10793.41,本当は教えたくない！こちしき,
10794.59,小知識w,
10794.74,小豆知識?,
10794.72,野良もいます,
10796.18,逃げてくの草,
10796.44,ほぼ小錦,
10796.55,小知識ｗ,
10797.83,灯台下暗し,
10802.1,いい学びだあ,
10802.12,これで1試合拾えたら超アドだもん,
10808.71,Aショートカウンターフラッシュ来たね,
10822.67,豆知識は古い、これからは小知識,
10822.85,omg彼女やるね,
10830.7,草,
10839.07,草,
10839.23,ふふふw,
10839.39,草,
10839.51,おいｗｗ,
10839.58,ｗｗｗ,
10839.66,ｗｗｗ,
10839.75,草,
10840.39,ｗｗｗ,
10840.53,草,
10840.55,ww,
10841.79,ww,
10841.88,笑,
10841.99,あ,
10842.15,おい！！！！！,
10842.39,草,
10843.36,草,
10843.92,草,
10843.96,えw,
10844,草,
10844.21,おっと,
10844.43,あ,
10844.43,あ,
10846.04,草,
10846.09,偏見えぐぅ,
10846.24,草,
10846.43,ww,
10846.6,あ,
10847.34,あ,
10847.91,おうおうおうｗ,
10848.07,あ,
10848.13,あ,
10848.28,あーあーあーw,
10848.54,おっと,
10848.93,草すぎ,
10849.17,なんて偏見だ,
10849.27,偏見w,
10849.83,草,
10849.82,闇がｗ,
10849.86,過激w,
10850.03,おいw,
10850.18,問題やw,
10850.19,草,
10850.4,やばw,
10850.93,あ,
10850.95,あっｗ,
10851.51,草,
10852.03,かるび…,
10852.23,草,
10852.86,草,
10853.13,草,
10853.16,闇にふれた気がしたw,
10853.64,ｗｗ,
10854.15,ww,
10854.39,昭和かな？ｗ,
10854.4,あ,
10854.5,いつの時代？w,
10854.74,いじめ前提w,
10855.48,まっずいww,
10855.55,短大ね,
10856.36,草,
10856.51,ww,
10856.53,あw,
10856.71,重いｗ,
10856.74,はい炎上,
10856.89,どうした？？？？？,
10856.86,ｗｗ,
10856.91,経験者いたか,
10857.01,かるびの国やばいかｗｗ,
10857.41,かるび；；,
10857.84,お肉部w,
10858.58,カルビ…？,
10858.67,草,
10858.84,あw,
10858.85,かるびさん？w,
10859.61,かるびになにかあったw,
10860.97,かるびなんかあったのか……,
10861.08,闇が見える,
10861.73,；；,
10861.76,；；,
10861.79,草,
10861.94,草,
10861.99,まぁあったな、、,
10862.52,闇,
10862.57,部活のイメージ最悪w,
10862.66,やめれw,
10864.13,草,
10864.64,なるほど笑,
10865.47,；；,
10866.31,軽音部なんかww,
10866.51,ちょっと肉の焦げが出ちまったか,
10867.26,かるびも大変だったんすかねぇ…,
10867.48,肉の国修羅の国説,
10867.51,ブラック部活,
10867.53,で部？,
10868.27,軽音部でイジメきつすぎだろ,
10869.46,あ、,
10869.92,姫ではあるよな？,
10871.17,かるび;;,
10872.49,運動部じゃないんかい,
10873.59,個人勢はまだいい、所属してますよね？ｗ,
10873.49,；；,
10873.63,闇,
10874.05,かるびゴスロリで軽音部か,
10874.03,軽音部なんだ,
10876.49,軽音部入ってたの？！w,
10877.6,軽音部闇深いとこあるよなww,
10878.28,科学部にもあったのかな,
10882.21,リアル；；,
10893.42,科学部ｗ,
10893.6,シンプルだよね,
10893.93,おぉw,
10900.49,w,
10901.32,ｗｗｗ,
10901.57,ゴスロリで軽音でたまごっちなのかw,
10902.36,ふわー,
10902.46,草,
10902.59,草,
10903.08,昇天,
10903.65,草,
10904.06,w,
10905.5,すごい,
10906.36,ふわ～～,
10906.36,ｗｗ,
10906.59,暗黒だw,
10907.41,ナイスキープ,
10907.5,ww,
10907.84,あ,
10908.22,草,
10908.52,ぎゅーーんw,
10908.61,え,
10908.94,ドラゴンボールかよｗ,
10909.55,草,
10909.56,草,
10909.75,死んだｗ,
10910.2,ｗ,
10910.29,え？ww,
10911.4,草,
10911.53,天界,
10911.51,草,
10912.8,草,
10915.58,草,
10916.34,ｗｗ,
10918.03,落下し,
10918.61,判定残ってるのか,
10918.66,死ぬんかい,
10921.05,草,
10922.29,実際いじめられてる人が見てるかも知れないよ？,
10924.61,ベジータの自爆みたい,
10925.52,昇天した,
10926.01,自ら天国へ,
10926.09,結局死ぬんか,
10928.57,こちら天国視点となっております,
10929.38,小知識,
10933.05,死ぬんかいｗ,
10934.06,ロッカー鍵開けれなかったんだよなカルビ,
10937.48,今日は試合中コーチの声あったけど、明日は無いのが怖いねぇ,
10941.38,ﾊﾟﾗﾘｨ~ﾔ,
10945,ぱらりら,
10948.23,明日の一回戦の相手ってわかってますか？,
10949.65,ﾊﾟﾗﾘｰﾔ,
10957.83,ﾊﾟﾗﾘｰﾔ,
10958.34,決まってるけど公表されてなかった気がする,
10978.88,当日発表らしいから誰もわからんはず,
10980.4,ｗｗ,
10982.69,対戦相手は当日発表,
10986.82,おぉ～,
10988.12,相手のAしょパラ当たりだいぶ刺さってた,
10989.68,かるびドキドキさせてくれるな,
10994.81,草,
10999.38,あっ,
10999.55,おそらく対戦してない相手なんじゃない？,
11004.68,草,
11005.01,草,
11009.54,カードを落としてしまったのですが,
11012.36,ロケット鉛筆だしな,
11012.55,うま,
11012.61,ゲームのカードを落としてしまったのですが？,
11013.2,ぴゃあ,
11013.53,今日はぜんぶリテイクになってたよね,
11013.71,当日発表了解！,
11014.42,何個か入れるといつのまにかポロッと,
11014.65,つよ,
11015.15,つよｗ,
11015.21,カードを落としてしまったのですが!!,
11015.96,明日の本番何時からだっけ？,
11016.34,カード落としたかもまじかｗ,
11020.02,みんなつよいｗ,
11021.08,この部活にはいじめがっ…,
11023.46,？？？「カードは拾った…！！」,
11026.4,ふふふww,
11027.72,草,
11030.07,そのシェリフのハンマー指痛そう,
11032.34,わあ,
11034.31,草,
11035.44,ｗｗｗ,
11035.69,草,
11036.05,草,
11036.24,えっぐw,
11036.52,草,
11036.8,草,
11037.47,草,
11037.48,音きもちいいいい,
11037.51,わああw,
11037.56,うわあああ,
11038.03,草,
11038.07,草,
11038.33,えっぐいw,
11038.43,ww,
11038.63,草,
11039.72,ww,
11039.98,w,
11040.26,ww,
11040.5,ででんででん,
11041.66,草,
11041.74,草,
11042.24,草,
11042.39,草,
11042.73,草,
11042.88,やめｗｗｗ,
11043.31,きゅぴちゃんがｗｗ,
11043.5,草,
11043.73,ぎゃる狩り,
11046.28,えぐいw,
11047,ﾃﾞﾝ！ﾃﾞﾝ,
11048.77,草,
11051.14,て、て、て敵残り一名,
11051.29,やっぱりいじめが…,
11053.97,レジェンダリーです,
11055.87,部活,
11073.76,これができるくらいの仲になった,
11083.94,復讐されてる,
11091.64,ナイフ壊し欲しいな,
11122.23,着々と姫が上カルビになっていく,
11123.55,にぎりしめてほしい,
11137.03,手札増えまくり,
11144.89,w,
11145.16,草,
11154.7,残り1名,
11159.13,霜降りになっていくねえ,
11160.43,つよ,
11181.58,かわいい,
11186.69,いいねぇ,
11189.49,やっぱりジェットかっこいい,
11190.42,覗ける場所が多いよね,
11194.79,ジェット視点おもしろいよなぁ,
11213.85,ﾃﾞﾃﾞﾝﾃﾞﾃﾞﾝ♪,
11218.76,ﾃﾞﾃﾞﾝﾃﾞﾃﾞﾝ！ｗ,
11218.83,敵残り1名,
11225.57,ﾃﾞﾃﾞﾝﾃﾞﾃﾞﾝ!,
11225.71,ジェット上手いの尊敬する,
11230.41,音気持ちいいー,
11231.88,ww,
11235.06,草,
11239.51,草,
11242.55,ジェットやっぱ映えるな,
11246.8,オーディンでやれ,
11248.28,調整ありがとう,
11249.74,本番特上カルビたのむ,
11260.16,やったらやり返してくんのかわいいな,
11260.68,ｗｗ,
11261.46,てんてんてん,
11266.89,デスマｗｗ,
11268.19,残り1名,
11270.63,ふふw,
11272.6,デスマしてるｗ,
11277,やめてよｗ,
11279.8,ｗｗｗｗｗ,
11280.31,やめてよw,
11280.85,草,
11281.19,w,
11282.05,ｗｗ,
11282.33,キッズ共w,
11283.76,どこいくねーん,
11285.63,草,
11288.37,いたずらが止まらねぇｗｗ,
11289.68,かわいい,
11289.79,w,
11291.36,草,
11291.48,かわいい声だなぁラプラスさん,
11292.16,殺意が抑えられないw,
11292.58,草,
11295.21,ガチでキッズボイスだな,
11295.88,草,
11298.87,かっこいい,
11299.62,頭にきてね？,
11310.27,明日楽しみ～,
11311.13,New member,
11311.22,超次元valo,
11311.82,ネオンいない？？w,
11312.31,２デュエの強みを押し付けていけ,
11329.05,目印でもつけてんのかｗｗ,
11342.15,迷いまくって結局Aショートしか擦ってなかったな,
11346.56,いけー,
11352.09,うま,
11373.82,うまうま,
11374.13,誰かと一対一やろーぜ〜,
11375.4,うまいねぇ,
11376.94,うっまｗ,
11377.19,今のエイムいいな,
11377.26,うま,
11379.02,ナイフはまじでくっそあたるよな,
11379.3,うま,
11380.27,うまいな,
11380.64,えっぐ,
11381.49,うま,
11382.12,うま,
11382.24,うめえｗ,
11383.55,うめえｗｗ,
11384.14,ぴゃあー,
11387.77,ラプ様のライブとKZHCAPって同日だよね,
11390.43,平泳ぎ,
11397.13,うまあ,
11397.19,カスカスダンス,
11406.63,WON草,
11409.58,バックの敵倒すの難しかったな,
11418.43,葛葉がやりたいこと言うってのがすげー大事なんよなあ多分,
11431,動いてても聞いてるから大丈夫だよ,
11433.78,明日ってどこと試合？教えて欲しいです,
11434.45,押し切った方が気持ち的にも楽,
11438.09,攻めだけ葛葉がＩＧＬするのかな,
11439.25,IGLは経験だから難しいよ,
11439.73,コールせずに後悔するよりいいよね,
11439.8,相手5人いるとセットが飛んでくるからな,
11445.5,目標大事だね,
11449.24,葛葉は目標立てるのうまいよね,
11454.43,意識が揃うのが1番力でるな,
11455.91,ベクトル揃えるの重要よね,
11458.48,実際ね,
11460.13,下馬評もあるしドキドキだったよなあ,
11463.19,トーナメントまだ決まってないよね？,
11466.29,構えちゃうよなぁ,
11468.62,気合入りすぎてたか,
11469.88,今日やっといて良かったよ,
11471.08,そうよね　やらないで後悔するならやってごめん！で行こう,
11473.54,トン兄注意するときもキツさがないな,
11474.56,ひよってたか,
11475.15,本番みたいな気分でやってたんだね,
11478.85,イメージはよくなった,
11479.43,まーたフラグ立てて草なんだ,
11480.14,自信ついてよかった,
11481.41,昼練長かったから成果が出せるか緊張してたのはあるかも？,
11481.92,良いティムすぎる,
11483.12,前日にいいスクリムできたね,
11483.79,最協だからね,
11485.09,対戦相手はルールで言えないみたいね,
11485.4,るんるん＾＾,
11485.61,2勝してるんよ,
11485.62,きゅぴちゃんよく見てるね〜,
11486.22,自信よな本当に,
11489.06,本番勝てば全て良し,
11489.93,出来てよかった！,
11491.14,強気で行こう,
11492.08,相手が強いっていうのがあったしなあ,
11492.37,葛葉の強気なIGLめちゃよかった,
11492.44,そもそもロレチームアセント一回も落としてないからね,
11493.08,かるびのポジティブよすぎるな,
11493.59,水無瀬さん背負いすぎてたから、葛葉のお陰でのびのび出来てて見てて嬉しいわ,
11494.1,るんるん ,
11494.51,遠足かよ,
11495.56,カルビのルンルンは絶対前行くだろ,
11495.8,勝とう,
11496.45,カルビだけはちょっと緊張して,
11500,強いぞこのティム！,
11500.42,ないすティム,
11506.09,アセントとは誰がIGL?,
11506.46,今のうちに緊張できて良かった,
11511.14,ラプ様ガチ多忙,
11512.85,忙しそうだ,
11513.51,忙しいな,
11517.66,えぐ,
11519.71,忙しいね,
11520.11,ラプ様もお忙しい,
11520.27,ラプ様お疲れ様やね,
11520.51,多忙だね,
11521.3,ラプも毎日多忙だな,
11526.09,大忙し,
11526.13,ラプ様大変だ,
11528.34,ライブ前なんだっけか,
11528.54,マネ頼むぞ,
11528.62,お忙しいねぇ,
11528.81,多忙ラプ,
11529.56,ラプ様体力お化けすぎんか,
11532.15,マネージャーさん家凸お願いします,
11532.97,ラプ様あまりにも多忙,
11534.32,LIVE直前だしな,
11534.66,皆様本番応援しております…！,
11536.55,寝た？,
11537.88,このチームが勝ってるの見てえよ俺,
11538.19,ラプ様多忙やな,
11540.29,ライブが近いらしいからね,
11541.71,がんばって！！！！！,
11542.03,多忙だねぇ,
11542.74,代わりにトンボこるち出るぞ,
11544.03,がんばれーーーー,
11544.36,ライブあるからねラプさま,
11546.22,この忙しさでメキメキ上達したのすごいわ,
11548.87,ラプ様大変や,
11550.1,ｗ,
11552.27,応援してるよ,
11553.36,ラプ様激忙しだね...,
11553.66,草,
11554.78,w,
11555.12,かるびのまね、、？w,
11556.82,草,
11557.61,真似ｗｗ,
11558.17,地味に似てて草,
11559.63,ww,
11561.91,何時からですか,
11565.34,似てたな,
11566.25,声出すとバトルが難しいんだよね,
11566.65,雑マネｗｗ,
11569.42,声ｗ,
11569.4,マネちょっと上手くて草,
11570.91,てろてろw,
11573.28,hello,
11574.83,カルビの疑問が明確なのえらい,
11576.57,w,
11585.91,負けてる時って明確にコール不足なんよな,
11610.88,ww,
11629,すまない。,
11636.57,ｗｗ,
11647.58,ﾃﾞﾃﾞﾝﾃﾞﾃﾞﾝ♪,
11648.74,ww,
11654.42,ギャルACE,
11656.65,パラでも黒コンくらいなら,
11665.79,ラプ様ライブ前で葛葉どくずからのこれってみんな大変やな,
11673.32,てか葛葉ももうすぐゲマズライブなんよね,
11678.77,止まると4ぬ男,
11683.15,ほんとすごいよ,
11696.28,オカンw,
11698.64,あんたたちwママw,
11701.65,ママ……,
11704.06,あんたたち！…良かったよ♡,
11707.66,今日は、ね,
11722.45,あんたたちはママ味すごいｗ,
11725.47,すごくママや…,
11732.41,ゲマズライブ23日ラプ様も26日ライブで大変だ,
11733.44,ふんふん,
11735.54,それぞれホンマに忙しいね,
11744.87,マネーゲームかぁ,
11759.45,そんな中大会でてくれて感謝,
11763.37,ヘイブンの勝率、全チームで唯一の75%やん。他は50か25,
11769.74,お先失礼します！本番仕事で観れないけど応援してますー！,
11789.97,トーナメントまだ出てないのはスクリムの結果見て組むからなのかな？,
11850.16,バインドは葛葉の主導が良さそう感はあるね,
11856.99,どうしたらいいかわからない！ってのを結局無くすのが課題なんよな,
11858.88,もうトーナメント初戦の相手発表ってされました？,
11872.09,明日発表です！,
11887.73,設置はエリアをクリアした後だね,
11888.9,決まってるけど教えちゃダメらしいね,
11894.4,葛葉IGLの時の水無瀬フィジ強くなってたしね,
11894.69,対戦は当日発表らしいですよ,
11895.84,初戦の相手は発表しちゃいけないらしい,
11902.06,驚愕の吃驚,
11909.93,スクリムで当たってないチームのどこか,
11915.69,当日か！,
11920.89,助かりますm(_ _)m,
11925.34,葛葉IGLめっちゃ良かった,
11930.29,そうだね,
11932.7,スクリムで当たってないところだろうな,
11933.18,明日本番かぁ,
11940.24,人数差で解決するのが結局大正義やな,
11941.92,がんばれー！,
11951.18,応援してる,
11962.47,まじで予定沢山で忙しいのに大会出てくれてありがとう,
11975.23,モク炊くのが仕事みたいなとこあるしね,
11988.79,今日はデスマなかったから調子出なかったか？,
11988.91,休むか ,
11989.48,やりたいことわからんくなってから各個撃破が多すぎたんよな,
11993.12,まあ相手がどこでも、勝ちも負けもあるのでね。頑張るしか無い,
11995.92,確かにスモークいつもあるね,
11997.8,あったかいチーム,
12012.11,でかかったねえ,
12014.81,あれすごかった！,
12015.18,明日何時からだっけ,
12018.36,ちーす,
12018.66,お”ぉん！,
12021.07,ガチ解連携熱かったわ,
12026.86,良かったなあ,
12028.1,凄かったねぇ,
12028.28,ラプさんのガチ設置もよかったな,
12031.02,あれのおかげでウルト来ても解除出来たもんな,
12032.44,えらいぞおおお,
12034.06,凄いよー,
12035.74,かわいいてｗ,
12035.72,かわいい,
12036,ふふ,
12036.58,キッズ組,
12037.73,本番頑張ってくれ！ガチで応援してるよ,
12037.68,かわいいなw,
12038.52,ないすだよぉ,
12038.89,可愛い和む,
12040.96,仲良しすぎて微笑ましい,
12041.73,チーム連携いいなあ,
12041.89,かわいい,
12044.19,ガチで上手くなった,
12046.53,いやまじで４，５連携は全チームで一番すごいぞここ,
12049.16,ラプ様かわいすぎるわ,
12049.92,キッザニアええなぁ,
12050.77,いいね,
12053.34,きゃっきゃっしとる,
12053.45,チームあったかい！,
12056.26,かわいい,
12057.21,なんか声溶けてきてる,
12057.51,最終回みたいな讃え方やな、ないすー,
12059.55,みんなエイムいいから誰残ってもクラッチ可能性あるのいいね気負わずファイトだ！,
12061.25,ラプラスさん言葉が溶けてる,
12061.98,ほぁ,
12064.72,良い疲労感だ,
12064.71,お疲れ,
12064.76,おねむちゃんやねぇ,
12066.63,なんてかわいい2人,
12066.8,眠そう,
12067.05,おねむである,
12067.25,あくびうつった,
12071.31,このチーム好きや,
12072.89,疲れたねぇ,
12073.88,えむいねぇ,
12075.49,ねむそう,
12075.87,ラプ様も声眠そうだな,
12078.44,そこそこ溶けてきてるな,
12081.13,一旦眠たいか,
12082.03,お疲れ様,
12083.82,眠いねぇ,
12083.81,もう３時やから寝たいな,
12089.79,お疲れ様,
12092.17,今日めっちゃ頭使ったからかな,
12093.35,お疲れ様だ,
12094.84,だんだん興奮が落ち着いてきて眠くなる頃か,
12105.29,キャピキャピタイム,
12107.46,ほんとに頑張ってる,
12111.31,今のヴぁロとべるの？ｗｗｗ,
12111.93,葛葉カップもあるしねぇ,
12114.97,お疲れ様やで,
12117.8,そりゃあ疲れるよなぁ,
12123.49,試合中あんだけアドレナリン出たんだもんなそら眠いわ,
12123.64,2人でどれくらい耐えられるかな,
12124.95,お疲れ様だぁ,
12126.74,みんなお疲れ様や,
12131.19,そうね,
12135.39,あれやばかったな,
12136.67,凄かった,
12143.68,ヨル本番で見たいわ,
12147.01,バインドのBロン強すぎたな,
12148.65,葛葉のやりたいことを水無瀬君が整理するって流れがすげーよく見えた,
12168.87,葛葉エイム練習,
12176.4,20チャレきた,
12181.59,本番バイラウンドの天の声ないのがこわいな,
12183.44,にゃーん,
12185.85,にゃーん,
12187.6,ﾈｺﾁｬﾝ,
12187.73,エイム練習はすべてに通じる,
12187.96,にゃ～ん,
12189.17,にゃ～ん,
12189.39,にゃー,
12189.81,ぬこ,
12190.29,にゃ～ん,
12190.44,にゃー可愛い,
12190.46,にゃんこだ,
12190.46,にゃーん,
12190.49,ﾆｬｰﾝ,
12190.54,ねこ,
12191.19,にゃんさん！,
12191.87,いやしのにゃん,
12192.16,にゃんさん,
12192.57,ギャルの猫も鳴いとる,
12193.24,にゃー,
12193.27,ニャー,
12193.46,にゃーん,
12194.15,ねこちゃん,
12194.46,にゃーん,
12194.57,かわいい,
12196.23,にゃーんかわい,
12196.44,かわいい〜,
12196.86,にゃー,
12197.85,ネコヤチン,
12197.96,にゃーん,
12198.11,にゃんこだ,
12198.66,にゃーんかわい,
12198.67,にゃーん,
12199.54,可愛い声聞こえた,
12200.03,かわ,
12200.23,にゃーんかわよ,
12200.23,ﾈｺﾁｬ,
12200.27,ﾆｬｰﾝ,
12200.38,もっと聞かせてくれ,
12200.58,にゃーん,
12202.2,猫かわいい！,
12202.24,ねこ可愛い,
12202.48,癒しのニャーん,
12203.67,ﾆｬﾝﾁｬﾝ,
12203.76,ﾈｺﾁｬﾝ,
12203.84,かわいい,
12204.03,可愛いからむしろ助かる,
12206.13,ここは普段わんさんもいるから…,
12206.19,ネコさんいた！？,
12207.19,あらかわいい,
12207.52,主人が長時間かまってくれないからねｗ,
12212.2,にゃんにゃんや,
12214.5,癒しいいな,
12215.37,にゃんこは可愛いからいくらでもOK,
12215.52,ｗｗ,
12216.94,にゃんちゃん,
12217.9,いつもわんさんやから新鮮やな,
12220.1,きょうわんさんしずかね,
12220.36,ねこ,
12220.44,にゃーん,
12221.73,草,
12222.13,良いんだよ泣いて。。。,
12223.09,わんちゃんねこちゃんはもう癒しすぎる,
12224.28,犬で対抗してくれ,
12225.09,かわいいからええんやで,
12225.14,とんぼさん鳴いた？,
12225.76,こるちー！,
12227.2,嬉しいねえ,
12227.54,嬉しいね～,
12227.89,トンボさんやさしい〜,
12228.14,わんさん寝てるかな,
12228.73,嬉しいなぁ,
12232.39,こるち～,
12232.99,ほっこり,
12233,トン兄♡,
12233.04,明日葛葉が納得のいく結果になったらいいなあいっぱい美味しいご飯食べてね,
12233.27,コーチガチで悩んでたからなあ,
12233.84,トン兄,
12235.7,みんな嬉しいな,
12238.21,草,
12242.1,言い方よ,
12242.44,コルチ嬉しい,
12243.44,こるち〜,
12243.53,ｗｗ,
12244.17,いや草,
12244.25,草,
12244.38,とんにぃ・・・(♡˙︶˙♡),
12244.4,優しいパパ,
12244.47,草,
12244.51,昨日お通夜みたいな空気だったから余計,
12245.18,最高のこるち,
12245.62,悲しい事いうやんww,
12245.97,嘲笑いw,
12247.67,おいぃw,
12248.06,かわいい,
12250.31,こるちあったけえなあ,
12251.14,HAHAHA,
12251.82,おおおお,
12251.96,嘲笑うw,
12252.03,すごいよね,
12252.4,おおおおお,
12253.42,あざ笑…？w,
12254.61,総合3位！？やったじゃん！！,
12254.59,おお,
12255.11,すげえ,
12255.3,すげえ,
12255.87,おおおおおすごい,
12256.05,おおお～,
12256.39,おおおお！！！,
12256.64,おおおおお！！,
12257.17,おぉ！！,
12257.49,トン兄良い奴すぎる,
12257.54,おおお,
12258.53,コーチ視点おもろいシーンでけっこう笑ったりしてて楽しいぞ,
12258.91,かわいすぎーーー,
12259.55,教えてくれるときも「ぼくらは〜」って言ってくれてるのめちゃくちゃうれしい,
12259.8,おおおおおおおおおお,
12260.23,おお,
12260.22,おお！！,
12260.23,おおお！！！,
12260.51,おおお,
12260.79,おおおお,
12260.82,おおおおお,
12260.89,おおお,
12261.66,おお,
12261.77,総合3位うおおおおお,
12262.23,3位まじ！？,
12262.66,ほぇ～」,
12262.81,おおおおお いいね！,
12262.93,おおおおおお,
12262.95,うおおおおお！！！！,
12263.08,おおお！！！,
12263.75,までぃか！？,
12263.97,おお！,
12264.34,おおお,
12264.51,おおお！！！！,
12264.9,ないす！,
12265.04,うおおおおおおおおおおおおおお,
12265.38,総合３位！？,
12266.02,おお〜,
12266.24,すげえ,
12266.38,すごいやん！,
12266.48,そうなんや？！！！！,
12266.54,すげえ！？,
12266.62,うおおおおおおおおおおおお,
12267.62,うおおおお,
12268.02,すげぇじゃん！,
12268.16,おお！！！,
12268.28,おおおお！,
12268.34,おおお！,
12268.6,すごーい！,
12269.21,えええええ,
12269.27,すげえ,
12271.06,おおおお！,
12271.36,凄い,
12271.55,すごー！！！！,
12271.68,おおおお,
12271.79,ｽｸﾘﾑがね,
12271.84,おお,
12271.97,すごい,
12272.27,すごい,
12272.42,おおおおー凄い,
12272.45,おお,
12272.65,すご！,
12272.65,2位,
12272.91,上を下したのもでかそう,
12273.08,すげえやん,
12273.19,すごいな,
12273.37,普通にすげぇな,
12275.12,3位すげええええ,
12275.38,おおお,
12275.54,すげえ,
12275.55,こーれ下剋上あります,
12275.66,おお！すごい,
12275.94,１位あかりん２位ロレ３位ここか,
12276.19,3位うおおおおおおおおおおお,
12276.38,2位だと思う,
12276.38,おおお！,
12276.53,２位じゃない？,
12276.73,おおおおおお,
12276.8,マジ？,
12276.92,ええやんええやん,
12279.04,あかりんとこね,
12279.82,下馬評覆したぞおおおおおおおお,
12280.5,つよ～,
12280.96,すごいよー！トン兄が育てました,
12281.37,昨日が同率1位やった,
12281.77,すごい,
12282.16,すごいねえ,
12282.36,トンボこーちラプラスさんの男気設置に呼吸困難なるくらいわろてたんよな,
12282.44,この調子で本番優勝だ,
12283.6,すごい、！,
12283.68,すご,
12283.7,あかりんのとこか,
12284.03,あかりんチームすご,
12286.86,すごい！,
12286.9,え、全勝いるマ,
12287.18,あかりんチームが全勝,
12287.8,あかりんのところか！,
12287.89,えぐぅ,
12289.63,なるほど,
12289.71,そうなんだ,
12290.33,すげぇよ,
12290.57,はえーあかりんところか,
12290.59,わー,
12291.61,すごい,
12291.67,やるやん！！,
12292.87,まざーさんってVだった！？,
12293.05,すご！,
12293.1,全勝えぐw,
12293.44,お〜,
12294.01,すごいよ！！,
12294.62,ナイスキリング,
12296.91,ローレンとこが二位なのか,
12297.36,すんごい,
12297.59,しのみややばい,
12297.87,　ナイスジャイキリ,
12297.91,いーや映画化だね,
12298.18,ひゅー,
12298.52,いいねーー,
12298.59,スラムダンク…,
12299.16,フゥー！,
12299.54,まぁ本番わからんね,
12300.94,決定です,
12301.03,あかりんのところラスボスか,
12301.93,明日はもっといい日になります,
12302.28,優勝したらね,
12303.72,え？,
12304.03,あかりんのとこ一位になると思わなかったな,
12306.45,決勝であかりんチームか,
12306.91,ww,
12307.17,あかりんのところ全勝なのかよ,
12308.61,泥つけられたね,
