時間,コメント,
6561.507,ここでかるびに行かなーい！て言われて怒ってたのが懐かしいよ、、,
6561.822,どま,
6561.916,わあ,
6562.354,どま,
6562.423,どま,
6562.769,うひゃ！,
6564.238,学び,
6564.624,どま,
6565.084,どま,
6565.333,うまいなぁ,
6565.417,相手もよう見てるなぁ,
6565.723,入ってなくてワロタ,
6566.31,読まれてたなー,
6566.254,どまどま,
6566.369,どま,
6566.89,絶対見てるな,
6567.534,偉すぎるな相手,
6568.096,どま,
6568.486,入ってなかったな,
6568.703,どまどま,
6568.795,どんまい！,
6570.498,どま,
6570.584,は、入ってる？,
6571.039,どまです,
6572.549,どまどま,
6572.766,対策されてたか,
6573.26,人読みされてそう,
6573.622,詰め待ちされてたか,
6573.742,どま,
6574.109,いったんチルチル,
6574.288,つられちゃうんだw,
6574.639,うわぁつよい,
6577.154,ナイフじゃなかったらわんちゃん,
6577.105,入ってなくね？,
6577.54,どま,
6577.625,エビよな,
6578.688,こういうこともあると,
6579.7,いけるよー！,
6582.416,学び,
6583.288,マジで1人で動いてることがすくねぇ,
6583.611,人読みもあるか,
6583.995,頑張れティムー！,
6584.207,チラチラ,
6584.283,ほんまにはいってたのか？w,
6588.164,勝てる,
6591.648,まず勝てます,
6591.694,がんばれ！！,
6592.07,あ,
6596.874,うるはさん前の大会も結構いた気gするな,
6598.421,人数報告あった？,
6599.901,ｗ,
6600.381,とまれなかったか,
6601.396,GO,
6603.789,勝てるよ,
6604.295,せーーーー,
6606.225,w,
6607.581,遅くねｗ,
6608.962,草,
6610.552,nt,
6610.627,...,
6610.888,入って引いた,
6611.063,せーーーーｗ,
6612.437,nt,
6612.882,ないとら！,
6614.014,ラグw,
6614.352,まあまあ,
6614.326,ntnt,
6614.386,2段せーの,
6614.496,どま,
6614.944,nt,
6615.095,nt,
6615.546,nt,
6615.598,nt,
6615.677,nt,
6615.696,どまどま,
6615.891,nt,
6616.149,nt,
6616.136,ないとら,
6616.34,nt,
6616.459,nt,
6616.586,nt,
6617.557,nt,
6617.867,nt,
6617.996,ないとら,
6618.009,nt,
6618.073,nt,
6618.196,せーーーーーーーー,
6618.451,強いな,
6618.532,かるびのタメなにｗｗｗｗｗｗｗ,
6618.699,nt,
6619.177,nt,
6619.395,草,
6619.586,nt,
6619.814,nt,
6619.908,nt,
6619.975,ないとら！！,
6620.037,どまどま,
6620.121,がんばれ！！,
6620.271,nt,
6620.377,nt,
6620.392,nt,
6621.666,せーの！せーの！,
6621.831,nt！,
6621.915,ローレンつよ,
6622.055,せーのが遅いww,
6622.279,nt,
6622.314,せーの、とはｗ,
6622.406,流石にドン引きか？,
6622.461,ないとら,
6623.6,せーのいったん下手か,
6623.835,今日の成績おしえてください！,
6624.095,せーーーっ,
6624.623,声聞こえてないんか？w,
6626.361,nt,
6627.441,がんばれ！！,
6627.448,せーののラグえぐいってw,
6627.675,せーの無視で草,
6627.715,せーの！せーの！,
6627.844,せーのっていうとかるびのタイミングでせーのがでるのねｗ,
6628.205,和代,
6628.391,せーのの後せーのなんだよね笑笑,
6628.47,ちょいラグかったなw,
6628.599,咄嗟の動きは経験値よ,
6628.992,nt!,
6629.664,せーーーー…のっ,
6629.721,いいぞー！いけるぞー！がんばれ！！,
6630.187,和代…,
6630.204,かるびのタイミングじゃないとダメみたいですね笑,
6631.12,nt,
6631.537,和代…,
6631.617,nt,
6631.741,せーの長いw,
6632.131,草,
6632.195,せーーーー,
6632.241,いや、どのタイミングやね,
6632.324,一旦ちる？,
6632.358,ダブルせーのシステム,
6632.364,せーの2段積み,
6632.407,おもろいなw,
6632.546,まだまだまだまだ！,
6632.969,まじでタイミング意味不,
6633.86,カズヨ,
6633.915,せー、せーのっ、の,
6634.023,2段せーのw,
6634.545,せーーーーーーーー せーの,
6634.992,せっかくコールしてんのにｗｗ,
6636.006,かずよ母ちゃんや,
6636.18,誰よその女,
6636.278,誰よその女！,
6636.287,誰のコールで行くんだw,
6636.42,カズヨ？,
6636.535,道を示して,
6636.783,"せーのやめて3,2,1にしよう、カウントダウン",
6636.989,いったん時差か,
6637.071,かるびがんばれ！！！,
6637.149,大丈夫よー,
6637.96,1-1です！,
6639.384,せーののせーのだったか,
6640.736,取り返そう！,
6641.512,かるびのせーのっがめっちゃ好こ,
6642.424,せーのっていうタイミングをせーのっていってるみたいｗ,
6643.557,次々！！！,
6644.882,せーの、いくよ、はい、どーん。,
6645.609,せーの→せーーーーーーー,
6646.943,せーの→せーのー,
6647.713,せーのって言ったらせーので！,
6648.243,頑張るんじゃ！いけるぞ！！,
6648.394,落ち着いてー,
6648.463,ディレイ付きせーの,
6648.984,せーのが２段になってもう全部遅いんよｗ,
6649.272,せーのは合わないｗｗ,
6649.798,かるびにはかるびのタイミングがあるから,
6652.378,せーののせーのだよ,
6652.506,大丈夫！！,
6652.579,そこが合わないんだよなあ,
6653.032,かずよムズい,
6653.097,だね～,
6653.408,せーののせーの,
6654.334,カウントダウンにしないとマジでやばいw,
6655.056,きゃｗ,
6657.253,詰めるチームだと思われてるか,
6658.13,せーのが独特ｗ,
6658.256,どま,
6663.853,どま,
6663.817,どま,
6665.027,おしい,
6666.354,どま,
6667.223,どま,
6667.305,どま,
6667.4,エイムはどま,
6667.469,おし,
6667.537,どま,
6667.729,どまどま,
6667.81,しゃーなし,
6667.935,どま,
6668.244,どまよ,
6668.474,どま,
6669.674,nt,
6669.685,どま,
6669.783,せーの用せーのねw,
6669.765,ちるちるちるちるちるちる,
6669.958,どま,
6670.607,どま,
6670.615,どまどま,
6671.205,ないす情報ｗ,
6671.684,同じことされたか,
6671.802,気負うな！！！！！！！！,
6672.141,どま〜,
6672.148,どま,
6674.554,どまです,
6674.936,ないとら,
6675.401,いったんちるよ,
6676.043,どま,
6676.074,胴体だったー,
6676.151,いやおしい,
6676.463,どんまい,
6676.851,実質勝ってた,
6677.015,どま,
6677.127,どま！nt,
6677.442,おしい,
6677.808,詰め待ってんなあ,
6677.868,ひきぎみだね,
6679.917,どんまいだ〜,
6679.956,どま,
6680.28,どまどま,
6681.669,いい勝負だったなでも,
6683.364,エイムはどまや,
6684.06,いいトライ,
6684.112,どま,
6684.49,大丈夫,
6686.643,つよ,
6686.633,おお,
6687.108,しゃーなし,
6687.268,ナイス,
6687.431,まだ2-2やからね,
6688.777,ﾃｨﾑ信条,
6688.755,ナイトラ！！,
6691.644,ないわん,
6691.769,引き気味で見られてますねぇ！,
6692.323,強きナイス,
6692.598,水瀬さんナイスすぎ,
6693.772,イノシシだらけだと思われてるな,
6693.924,そう言う時もある！,
6695.729,相手時間大分使ってくるな,
6696.012,相手モクないよ！,
6699.194,A詰め待ち毎回やね,
6702.919,おわってるw,
6716.112,うおおおお,
6716.186,せーのって言いながら投げてね？,
6718.129,運悪かったな,
6719.235,またw,
6721.681,おしかったね,
6722.111,戦いの中で成長してやがる！！！,
6722.673,おお〜,
6724.081,待ってるねぇ,
6724.446,当たってたのにｗ,
6724.571,今の酷いw,
6724.583,せーのどうなってんだｗ,
6725.73,学び,
6726.436,いや惜しかった,
6727.079,抜かれただけだから運悪かった,
6728.412,惜しい！,
6728.65,やれればあつかった,
6728.912,ﾏｧﾏｧ,
6730.602,ひば強いな,
6731.677,やれそうだった,
6732.183,惜しい,
6732.302,クロス組みたいね！,
6732.778,くー,
6732.873,おしいおし,
6732.952,どま！,
6733.097,待機,
6733.51,まあまだ1R差,
6734.355,光ってて二枚抜きは相手がえぐい。,
6736.781,うまかったフラッシュ,
6736.838,学びということで,
6736.935,判断間違って無かったからヨシ！,
6736.961,頑張るって感じだ,
6738.189,がんばれ！！！,
6738.708,読みは勝ってた,
6739.313,まあエコ,
6739.563,相手偉いなー,
6740.269,おしい,
6741.817,詰め待ちされてるか,
6742.123,きゅーちゃん,
6742.348,ねくねく！,
6742.374,引いて,
6744.605,nt,
6744.57,ああいう待ち多いな,
6745.245,相手詰め待ちしっかりしてるねぇ,
6745.614,どまよ～,
6748.719,まぁエコだ,
6748.899,やれる！,
6750.064,切り替えてこ！！,
6750.132,大丈夫大丈夫！次がんばろ～！,
6751.122,がんばれ！いいよー！,
6751.326,まぁまぁ,
6751.344,1v4きっつ,
6752.999,相手がしっかり待ってるんだよな～偉い,
6754.511,クリアリングかな,
6754.599,このラウンドはないトラ,
6755.239,詰め読みされ始めてるのか,
6755.245,リスペクトしまくりだ,
6755.427,どんまい切り替えてこ,
6755.882,ないエコや,
6756.885,カルビの声掛けがなぁw,
6757.563,どま！次取り返してけー！,
6757.749,nt,
6760.603,nt,
6761.147,どまあ,
6761.801,nt,
6762.252,nt,
6762.568,nt,
6762.561,nt,
6762.702,ないとら,
6762.882,NT,
6763.433,ないとら,
6763.612,nt,
6763.632,nt,
6763.772,nt,
6763.765,nt,
6763.954,nt,
6764.003,ないえこ,
6764.019,nt,
6764.439,nt,
6764.677,まだいたww,
6764.784,nt！,
6765.046,nt,
6765.194,nt,
6765.628,nt,
6765.683,nt,
6765.903,nt,
6766.031,nt,
6766.627,どま,
6766.706,nt,
6767.083,nt,
6767.269,nt,
6767.868,nt,
6767.869,nt,
6768.12,nt,
6769.063,nt,
6769.241,nt,
6769.324,nt,
6769.618,ラッシュなさそうだし一旦止まれば時間稼げそう,
6769.83,えらちーーー,
6770.162,nt,
6770.229,がんばれー！,
6770.398,nt,
6770.568,nt,
6770.914,正直、ここまで戦えてるのがマジですげえ,
6771.503,頑張って！！,
6771.623,nt,
6771.661,nt,
6771.766,nt,
6771.985,こっからこっからー！,
6772.125,ないエコや,
6772.266,ntよー,
6773.111,nt,
6773.191,nt,
6774.337,いけるよ,
6774.503,こっから！,
6774.878,ナイエコということで！,
6775.023,始まったばっかりだよ！,
6775.199,こっからよー！,
6775.571,ふぁいてぃ〜ん！！！,
6776.049,ないとら,
6776.13,nt,
6776.492,どまよー,
6777.305,こっからこっから！がんばれー,
6777.692,贅沢品だ～,
6777.763,えらすぎぃ,
6777.886,ｳｯﾋｮｰｰ,
6777.857,かるびはスタン撃ってからスタン！って言うからなww,
6777.995,おお,
6778.205,ウッヒョ〜,
6778.565,高級品だぁ！！,
6779.003,がんばれがんばれ！！！,
6779.088,ここからだーー！！！,
6779.664,相手絶対歯茎出さないな,
6779.777,オペきたあ,
6779.833,うっひょー！！,
6779.932,うっひょー,
6781.087,うっひょ～！,
6781.334,こっからこっから〜,
6781.399,まだまだ始まったばかりよ,
6781.472,ウッヒョー！,
6781.841,我が家にオペが！？,
6781.839,きたー,
6781.886,ウッヒョーーーー,
6782.086,きちゃー！！！,
6782.414,オペきたあああああああああ,
6782.928,オペーーーーーーー,
6783.089,まだまだこっから,
6783.315,うっひょ～,
6783.356,オペきたあああああ,
6783.417,がんばれ〜,
6783.45,頑張れ〜！,
6783.666,うっひょーー,
6784.001,うっひょーーー,
6784.505,頑張れー！！,
6784.537,お！,
6785.386,うっひょ～,
6785.383,Fuiyohh,
6785.489,ファイティン！,
6785.545,草,
6785.604,うっひょー！,
6785.602,ｗｗｗ,
6785.76,うっひょー,
6785.801,練習と考えれば,
6785.812,圧！圧！圧！,
6786.179,ｗｗ,
6786.229,うっひょー,
6786.259,草,
6786.617,草,
6787.071,ww,
6787.236,お願いしますｗ,
6787.698,うっひょーーーー,
6788.136,ふぁいてぃん,
6788.686,ここからだぁぁあ！,
6788.948,うおおおおー！,
6789.541,いけいけ,
6790.454,ww,
6790.603,草,
6790.881,草,
6791.206,ふぁいとー,
6791.883,草,
6792.2,それはちょっと,
6792.285,買わないんえぐいw,
6792.571,それはちょっとｗｗ,
6792.558,草,
6792.663,うっひょー！,
6793.517,節約して買ったオペ,
6793.673,うっひょー,
6794.251,がんばれー,
6794.672,うっひょー,
6794.863,高級品だァ！,
6796.453,うっひょ〜〜！,
6796.507,強気よ〜！,
6797.08,リーダーとのやり取りあついw,
6797.728,うひー！,
6798.452,草,
6798.792,がんばれ！！,
6799.228,うっひょ〜,
6799.585,コーチと一緒に見守ってるぞみんな！！,
6800.231,みなっさんマジで親和性が高い,
6800.426,当たる練習にはなってる,
6801.524,ｗ,
6801.888,頑張ってください！,
6802.574,圧注文はいりました,
6802.869,それはちょっと安易に面白すぎる,
6803.114,ｗｗ,
6804.658,すっきりしとけ,
6805.596,草,
6806.246,がんばれ！！,
6806.43,うひょー助かる,
6806.886,遅らせは格ゲー用語ｗｗ,
6806.907,落ちないのが1番デカい,
6808.496,草,
6809.934,ww,
6810.167,でちゃったキャンセル,
6810.177,草,
6812.206,何やら葛葉たち作戦隠してそうやから本番楽しみや,
6813.045,かるびショートしてないかｗｗ,
6813.657,漏らさなくてえらい,
6815.506,解除できるようになったんだね…,
6817.19,はい解除w,
6818.029,その指示もいるのかw,
6819.765,スタンへの信頼がw,
6821.645,解除w,
6824.249,ちゃんとラジコンで草,
6824.669,解除指示草,
6825.015,ゴリ押しせーの,
6829.899,管理大変すぎん？w,
6831.399,解除までw,
6833.397,せーのが下手なのかわいい,
6835.78,ないす,
6840.265,おおお,
6840.734,指示厨爆速で消えるの草,
6841,ナイス報告,
6841.38,ごー！,
6842.056,おおおおおおお,
6842.467,ないすーー！！！,
6843.49,ナイス！？,
6843.774,うおおおおおお,
6843.861,ないす！！！！,
6843.922,ナイスゥ！,
6844.199,ナイスゥ！,
6844.243,ナイスゥ！！,
6844.358,ナイス！！！,
6844.475,ナイス！,
6844.48,うまい！,
6844.751,なああいす,
6845.101,ワァ！,
6845.195,わお,
6845.49,ないすー！,
6845.494,ナイスすぎ,
6845.82,ないすうううう,
6845.948,ナイスゥ！！！,
6845.961,おおおおおおおおおおお,
6845.979,なーいす！！,
6846.286,なーーーーいす！！！！！,
6846.311,おー,
6846.348,ナイスゥ！！,
6846.405,ないすー！！,
6846.376,ないすぅ！,
6846.408,ないすぅ！,
6846.457,ないすう,
6847.245,わお,
6847.296,ないすー、！,
6847.44,ナイス,
6847.442,ナイスうううう,
6847.641,ないす！,
6847.761,ないすだー！,
6847.946,ナイス！,
6848.263,うおおおおおお,
6848.454,ナイスゥ！,
6848.504,おおおおおお,
6848.699,ナイス！,
6849.34,ナイス！,
6849.419,うおおおおおお,
6849.436,ナイスゥ！,
6850.413,漢！,
6851.446,ないすいい,
6852.208,ないすー,
6852.193,あ,
6852.468,オペ紛失,
6852.649,ないす,
6852.738,あじゃ,
6853.266,あっ,
6853.272,ナイスゥ,
6853.434,草,
6854.537,ナイスナイイス,
6854.579,−6000,
6856.488,ナイスゥ！,
6857.092,選手！,
6857.407,ナイス,
6857.442,ないすうううう,
6857.525,どまどまナイスゥ！,
6857.89,ないす！,
6858.147,かるび選手偉い,
6860.293,伝説の解除きた,
6860.859,ないす,
6860.8,ナイス！！,
6861.202,最後ちゃんと削られたw,
6861.286,オペがあああああ,
6861.549,横にいたあ,
6861.91,ないすううう,
6861.972,ナイスナイス,
6862.325,でっけえ,
6862.422,ナイス解除ないけず！,
6862.621,ナイスです！,
