投稿時間,コメント,ラベル,,,,,,,,,
15630.212,ないふぁい,,,,,,,,,,
15630.314,nt !,,,,,,,,,,
15632.066,nf,,,,,,,,,,
15632.794,ないふぁい:_じーじー:,,,,,,,,,,
15636.417,ないふぁい:_じーじー:,,,,,,,,,,
15636.814,:_じーじー:,,,,,,,,,,
15637.236,www,,,,,,,,,,
15639.493,nf,,,,,,,,,,
15641.002,ｗｗｗｗ,,,,,,,,,,
15645.467,一旦ナイファイ,,,,,,,,,,
15645.925,今から！？www,,,,,,,,,,
15645.941,ネギ抜きで,,,,,,,,,,
15646.026,:_じーじー:,,,,,,,,,,
15646.925,ないふぁい:_じーじー:,,,,,,,,,,
15647.181,ないふぁい:_じーじー:,,,,,,,,,,
15652.28,唐突な飯テロ,,,,,,,,,,
15654.081,一旦で食べる重さじゃなくない？,,,,,,,,,,
15657.148,すき家か,,,,,,,,,,
15658.465,ビーフ冷めちゃった,,,,,,,,,,
15664.35,チーズ牛丼すき,,,,,,,,,,
15665.633,食いてぇ,,,,,,,,,,
15665.519,吉野家,,,,,,,,,,
15667.862,すき家,,,,,,,,,,
15669.79,セブンイレブン派,,,,,,,,,,
15670.104,すき家か吉野家やなあ,,,,,,,,,,
15671.859,松屋,,,,,,,,,,
15672.322,吉野家,,,,,,,,,,
15672.854,吉野家美味い,,,,,,,,,,
15673.192,すき家の種類があるのが良き,,,,,,,,,,
15678.392,松屋でしょ,,,,,,,,,,
15679.105,すき家食べたことないけどバイトしてるからうれぴ,,,,,,,,,,
15680.545,吉野家,,,,,,,,,,
15683.314,吉野家はなんでもあるイメージある,,,,,,,,,,
15684.473,松屋,,,,,,,,,,
15685.821,弁当になるとちょっと話変わる,,,,,,,,,,
15685.706,宮崎って松屋ないんだっけ？,,,,,,,,,,
15687.276,過激派？w,,,,,,,,,,
15688.736,いるいるwww,,,,,,,,,,
15689.253,甘いのが良ければ吉野家じゃない？,,,,,,,,,,
15689.783,吉野家過激派w,,,,,,,,,,
15692.295,なか卯で,,,,,,,,,,
15692.467,いるいるｗ,,,,,,,,,,
15694.426,吉野家の朝定食好き,,,,,,,,,,
15695.161,吉野家は元祖,,,,,,,,,,
15695.193,すき家か吉野家かサイゼリ家ぐらい？,,,,,,,,,,
15695.688,食えればいい,,,,,,,,,,
15696.805,牛丼は吉野家、定食なら松屋,,,,,,,,,,
15697.495,松屋の牛皿もうまい,,,,,,,,,,
15697.606,吉野家過激派いるのかw,,,,,,,,,,
15697.552,それはどこでもおるんよｗｗ,,,,,,,,,,
15698.228,過激派w,,,,,,,,,,
15698.539,過激派www,,,,,,,,,,
15699.608,別にどっちもたべるがw,,,,,,,,,,
15699.985,そうか？w,,,,,,,,,,
15699.957,宮崎吉野家ないん違ったっけ,,,,,,,,,,
15700.729,過激派www,,,,,,,,,,
15700.744,草,,,,,,,,,,
15704.776,吉野家以外食わない,,,,,,,,,,
15704.903,わかるw,,,,,,,,,,
15706.159,www,,,,,,,,,,
15707.772,吉野家以外牛丼じゃねえよ,,,,,,,,,,
15709.295,過激すぎるw,,,,,,,,,,
15710.123,過激すぎるwww,,,,,,,,,,
15710.825,すた丼派閥,,,,,,,,,,
15715.693,吉野家至上主義ごく稀におる,,,,,,,,,,
15717.293,ｗｗｗｗｗｗｗｗ,,,,,,,,,,
15718.781,www,,,,,,,,,,
15719.133,ｗｗｗｗｗ,,,,,,,,,,
15719.603,無いのは松屋,,,,,,,,,,
15723.193,www,,,,,,,,,,
15725.454,wwww,,,,,,,,,,
15725.995,宮崎県松屋ないんだって,,,,,,,,,,
15726.252,宮崎松屋ないんだ〜w,,,,,,,,,,
15726.728,なんでも無くなりがち,,,,,,,,,,
15726.927,宮崎牛丼ないよ,,,,,,,,,,
15728.354,www,,,,,,,,,,
15729.912,宮崎牛丼屋がないやろ,,,,,,,,,,
15730.943,過激派うざいから吉野家入らなくなった,,,,,,,,,,
15732.076,宮崎って大変だね,,,,,,,,,,
15734.872,松屋値上がりしたもんなぁ,,,,,,,,,,
15735.842,wwww,,,,,,,,,,
15736.097,宮崎まじか,,,,,,,,,,
15738.013,www,,,,,,,,,,
15739.318,松屋となかうはないね,,,,,,,,,,
15739.471,急に宮崎disｗｗｗｗｗ,,,,,,,,,,
15740.147,なか卯は親子丼ガチうまい,,,,,,,,,,
15744.931,モスバーガーあるのかな？,,,,,,,,,,
15745.111,あるぁw,,,,,,,,,,
15746.701,スタバはないなw,,,,,,,,,,
15747.723,なか卯とかあってもいかねえしな,,,,,,,,,,
15749.335,ココス,,,,,,,,,,
15750.155,無印良品なさそう,,,,,,,,,,
15752.908,あるんだwwwwww,,,,,,,,,,
15753.577,wwwwww,,,,,,,,,,
15755.998,イオンね,,,,,,,,,,
15759.932,イオンがある！？,,,,,,,,,,
15759.826,サイゼあるんか？,,,,,,,,,,
15760.853,バーガーキングなさそう,,,,,,,,,,
15766.135,イオン無いのは限界集落ｗ,,,,,,,,,,
15766.572,寧ろイオンしかないまである,,,,,,,,,,
15770.418,ジャスコやなww,,,,,,,,,,
15770.736,孤島w,,,,,,,,,,
15772.709,孤島wwww,,,,,,,,,,
15773.719,www,,,,,,,,,,
15774.055,炎上するぞw,,,,,,,,,,
15776.3,田舎の英雄だからね、イオン,,,,,,,,,,
15777.393,ユーストアしかないよ宮崎,,,,,,,,,,
15778.085,草,,,,,,,,,,
15782.594,三重県イオンいっぱいあるぞ,,,,,,,,,,
15784.161,イオンが無い福井という秘境がありましてね,,,,,,,,,,
15785.986,三重もまあ…ww,,,,,,,,,,
15786.707,まだジャスコは草,,,,,,,,,,
15786.978,だるまさん三重だったのか,,,,,,,,,,
15790.354,福井なかった気がする,,,,,,,,,,
15791.414,www,,,,,,,,,,
15791.929,福井にイオンないんやで,,,,,,,,,,
15794.856,田舎はないけど、空気が美味しい,,,,,,,,,,
15795.098,三重はまじでないなぁw,,,,,,,,,,
15802.08,一回三重行ったけどイオンあったな,,,,,,,,,,
15807.267,三重県アウトレットもあるぞ,,,,,,,,,,
15808.409,都会隣接県はデパート系弱いからなあ,,,,,,,,,,
15808.479,あれw,,,,,,,,,,
15809.504,ゆめシティは？,,,,,,,,,,
15810.442,あれ？ｗ,,,,,,,,,,
15811.841,あれ？w,,,,,,,,,,
15811.945,あれ？,,,,,,,,,,
15813.274,デート行くとこあるん？,,,,,,,,,,
15815.475,福井県は孤島だった・・？,,,,,,,,,,
15815.933,岐阜にもあったよ,,,,,,,,,,
15816.348,あれ？w,,,,,,,,,,
15816.84,ビジネスかー,,,,,,,,,,
15819.665,ビシ崎ww,,,,,,,,,,
15820.896,ビジ崎ｗｗｗｗ,,,,,,,,,,
15821.422,ユーストアってすっごい昔に統合されたスーパーじゃなくて？,,,,,,,,,,
15822.096,宮崎にわか？,,,,,,,,,,
15823.308,ビジ崎！？,,,,,,,,,,
15824.378,ビジ崎ま？,,,,,,,,,,
15827.55,研修旅行かなんかで,,,,,,,,,,
15828.31,ビジ崎がちかぁwww,,,,,,,,,,
15828.592,宮崎にはてげでっけぇユニクロがある,,,,,,,,,,
15831.203,宮崎にはマキシマムがある！,,,,,,,,,,
15831.773,三重やけどイオンしか行かん,,,,,,,,,,
15838.591,ビギ崎w,,,,,,,,,,
15841.818,三重はナガスパかな,,,,,,,,,,
15848.634,ひょっとしてどげんかせんといけんこともない？,,,,,,,,,,
15851.97,ユーストアってピアゴになったくない？,,,,,,,,,,
15854.691,ユーストアはむかーし昔に消えた大きいスーパー,,,,,,,,,,
15868.759,ピアゴになった,,,,,,,,,,
15871.497,:_nice::_nice:,,,,,,,,,,
15881.513,鈴鹿サーキットにはお世話になってた,,,,,,,,,,
15888.586,津南かベルよね三重,,,,,,,,,,
15894.683,変化先ピアゴか,,,,,,,,,,
15897.385,:_nice:,,,,,,,,,,
15901.285,ナイスジャンパ,,,,,,,,,,
15901.919,:_nice:退き,,,,,,,,,,
15907.079,killポうんめぇ,,,,,,,,,,
15916.637,生き延びれば勝ち,,,,,,,,,,
15916.958,漁夫警戒できてえらい,,,,,,,,,,
15926.484,:_nice:漁夫対策,,,,,,,,,,
15927.302,風向きによっては、サーキットの音聞こえてくる,,,,,,,,,,
15928.658,ないす,,,,,,,,,,
15960.888,ひなの様、俺を罵ってください,,,,,,,,,,
15975.069,エネアモ無限募,,,,,,,,,,
15989.719,なんもないがある,,,,,,,,,,
15998.838,ﾀﾎﾞﾁｬほすぃねぇ,,,,,,,,,,
16029.658,だるさかてぇてぇ,,,,,,,,,,
16033.034,男と男がいちゃいちゃしてるんやぞ！,,,,,,,,,,
16033.161,www,,,,,,,,,,
16034.388,くさそうw,,,,,,,,,,
16035.789,臭そうw,,,,,,,,,,
16038.14,w,,,,,,,,,,
16048.534,ひなーのBLきょうみないんか,,,,,,,,,,
16090.482,うれしいくせにー,,,,,,,,,,
16098.987,うめぇ,,,,,,,,,,
16105.814,:_nice:,,,,,,,,,,
16108.165,:_nice:,,,,,,,,,,
16111.167,:_nice:,,,,,,,,,,
16112.852,:_nice:,,,,,,,,,,
16124.239,:_nice:,,,,,,,,,,
16124.892,:_nice::_nice:,,,,,,,,,,
16125.011,ナイスゥ！,,,,,,,,,,
16125.543,:_nice:,,,,,,,,,,
16126.248,:_nice::_nice:,,,,,,,,,,
16127.629,:_nice:,,,,,,,,,,
16132.71,:_nice::_nice:,,,,,,,,,,
16133.515,:_nice::_nice:,,,,,,,,,,
16133.932,:_nice:,,,,,,,,,,
16164.946,いいねw,,,,,,,,,,
16168.36,天才か,,,,,,,,,,
16170.425,あたまいい,,,,,,,,,,
16172.147,:_nice:,,,,,,,,,,
16174.688,ナイスジャンパw,,,,,,,,,,
16181.426,:_nice::_nice:,,,,,,,,,,
16181.712,:_nice:,,,,,,,,,,
16186.702,？,,,,,,,,,,
16223.537,ｴｯｻﾎｲｻ,,,,,,,,,,
16228.112,:_nice::_nice:,,,,,,,,,,
16228.708,:_nice:,,,,,,,,,,
16229.256,:_nice:,,,,,,,,,,
16231.029,:_nice::_nice:,,,,,,,,,,
16231.067,うま！,,,,,,,,,,
16231.178,:_nice::_nice:,,,,,,,,,,
16231.929,:_nice::_nice:,,,,,,,,,,
16231.943,:_nice::_nice::_nice:,,,,,,,,,,
16232.357,:_nice::_nice::_nice:,,,,,,,,,,
16233.472,:_nice::_nice::_nice:,,,,,,,,,,
16234.229,つええええ,,,,,,,,,,
16234.777,:_nice::_nice:,,,,,,,,,,
16234.674,:_nice::_nice::_nice:,,,,,,,,,,
16235.649,:_nice::_nice::_nice:,,,,,,,,,,
16236.238,:_nice::_nice::_nice:,,,,,,,,,,
16236.526,つんよい！！,,,,,,,,,,
16237.079,:_nice:,,,,,,,,,,
16239.132,ナイスゥ！,,,,,,,,,,
16239.309,つよいんだから,,,,,,,,,,
16239.834,:_nice::_nice::_てんさい:,,,,,,,,,,
16240.188,つんよ,,,,,,,,,,
16241.931,つっよーい！,,,,,,,,,,
16242.019,:_nice::_nice:,,,,,,,,,,
16245.367,:_nice::_nice:,,,,,,,,,,
16246.74,ないす！,,,,,,,,,,
16255.219,:_nice::_nice:,,,,,,,,,,
16255.307,:_nice:,,,,,,,,,,
16271.675,っぱひーちゃんはかびーんよ,,,,,,,,,,
16302.22,ないファイ:_じーじー:,,,,,,,,,,
16303.534,ないふぁい:_じーじー:,,,,,,,,,,
16303.934,ウイングマン練習中（カービン）,,,,,,,,,,
16304.123,:_sad::_じーじー:,,,,,,,,,,
16304.496,ないふぁい,,,,,,,,,,
16304.796,:_じーじー::_じーじー:,,,,,,,,,,
16306.216,ないふぁい,,,,,,,,,,
16308.179,ないふぁい,,,,,,,,,,
16308.76,www nf !,,,,,,,,,,
16308.703,ハリケンジャー？,,,,,,,,,,
16310.445,nf,,,,,,,,,,
16310.412,ないふぁい:_じーじー:,,,,,,,,,,
16311.026,ないふぁい:_じーじー:,,,,,,,,,,
16311.468,ないふぁい:_じーじー:,,,,,,,,,,
16311.607,ないふぁい:_じーじー:,,,,,,,,,,
16312.852,ないふぁい:_じーじー:,,,,,,,,,,
16313.475,ないふぁい:_じーじー:,,,,,,,,,,
16313.723,w,,,,,,,,,,
16316.021,ないふぁい:_じーじー:,,,,,,,,,,
16318.622,今ぴえんちゃんいたね,,,,,,,,,,
16321.246,ないふぁい:_じーじー:,,,,,,,,,,
16332.466,ないふぁい:_じーじー:,,,,,,,,,,
16354.886,もぐもぐ,,,,,,,,,,
16359.175,エコすぎるｗ,,,,,,,,,,
16360.948,無限にできるってこと？,,,,,,,,,,
16361.469,飲み物で生きていけるのねw,,,,,,,,,,
16365.12,気遣いのだる,,,,,,,,,,
16371.364,しゅー:_ちゅっ:,,,,,,,,,,
16379.952,通りで省エネモード,,,,,,,,,,
16383.413,ras?,,,,,,,,,,
16390.333,たしかにw,,,,,,,,,,
16394.378,ウォッカさん？,,,,,,,,,,
16394.75,たしかにw,,,,,,,,,,
16397.411,mondo？,,,,,,,,,,
16397.858,モンドじゃない？,,,,,,,,,,
16399.094,ウォッカさんじゃない？,,,,,,,,,,
16399.652,にゃらかだっけ？,,,,,,,,,,
16399.645,rasさんかな？切り抜きで見た,,,,,,,,,,
16400.351,ウォッカさん,,,,,,,,,,
16401.286,たしかにいうかもｗ,,,,,,,,,,
16404.361,wokkaさん？,,,,,,,,,,
16404.967,シージの時言ってたよ,,,,,,,,,,
16407.258,ウォッカさん,,,,,,,,,,
16408.649,シージの時じゃない！？,,,,,,,,,,
16409.192,多分Rasさんの水をトワ様経由ちゃう？,,,,,,,,,,
16413.139,シージの大会だったかな・・・,,,,,,,,,,
16423.064,ウォッカモンドあるな,,,,,,,,,,
16423.851,あーあったねお水のやつ,,,,,,,,,,
16424.118,RASさんの水ちゃう？,,,,,,,,,,
16436.55,シージの時のウォッカさんは？,,,,,,,,,,
16442.277,魔法の水だっけ？,,,,,,,,,,
16446.733,水だったはず,,,,,,,,,,
16446.831,水？,,,,,,,,,,
16447.509,:_nice::_nice::_nice:,,,,,,,,,,
16448.149,:_nice:,,,,,,,,,,
16450.575,:_nice:,,,,,,,,,,
16452.184,え？,,,,,,,,,,
16456.545,紫！？,,,,,,,,,,
16457.772,ありぴ？,,,,,,,,,,
16459.224,また宮崎回線？,,,,,,,,,,
16460.34,ブレーカー落ちた？,,,,,,,,,,
16464.939,あり…ぴ…？,,,,,,,,,,
16470.975,:_nice:,,,,,,,,,,
16471.095,ミュートしてたんかいw,,,,,,,,,,
16472.868,wwww,,,,,,,,,,
16474.664,www,,,,,,,,,,
16475.207,ありぴw,,,,,,,,,,
16476.436,ただのミュートwwww,,,,,,,,,,
16476.996,宮崎回線,,,,,,,,,,
16478.551,なんやよかったw,,,,,,,,,,
16480.99,びっくりしたぁwww,,,,,,,,,,
16487.46,よかったww,,,,,,,,,,
16489.518,ないすくしゃみ,,,,,,,,,,
16492.065,ミュートかw,,,,,,,,,,
16510.651,宮崎だからくしゃみしてたのか,,,,,,,,,,
16531.022,アーマーいいねぇww,,,,,,,,,,
16552.699,ふっ軽構成,,,,,,,,,,
16572.212,つよい,,,,,,,,,,
16579.085,うんま,,,,,,,,,,
16580.21,うまい,,,,,,,,,,
16589.171,:_nice:,,,,,,,,,,
16590.864,調子マジで上がってきたね,,,,,,,,,,
16594.259,:_nice:,,,,,,,,,,
16594.311,:_nice:,,,,,,,,,,
16595.443,うまい！,,,,,,,,,,
16596.058,:_nice:,,,,,,,,,,
16602.905,箱推しおる,,,,,,,,,,
16603.326,うま,,,,,,,,,,
16604.082,うま,,,,,,,,,,
16604.499,:_nice:,,,,,,,,,,
16604.575,:_nice:,,,,,,,,,,
16604.841,:_nice:,,,,,,,,,,
16605.533,:_nice:,,,,,,,,,,
16608.082,:_nice::_nice:,,,,,,,,,,
16608.049,ワンマガつっよ,,,,,,,,,,
16611.045,ワンマガすごい,,,,,,,,,,
16616.567,:_nice::_nice:,,,,,,,,,,
16616.96,:_nice::_nice:,,,,,,,,,,
16617.021,:_nice:,,,,,,,,,,
16617.387,:_nice::_nice:,,,,,,,,,,
16617.453,:_nice::_nice:,,,,,,,,,,
16617.756,つんよいねー,,,,,,,,,,
16617.861,:_nice::_nice::_nice:,,,,,,,,,,
16618.104,:_nice::_nice::_nice:,,,,,,,,,,
16618.085,:_nice::_nice::_nice:,,,,,,,,,,
16618.814,:_nice::_nice:,,,,,,,,,,
16619.339,うめえ,,,,,,,,,,
16620.818,NICE,,,,,,,,,,
16627.608,めためたつよいんだから,,,,,,,,,,
16633.015,クナイ,,,,,,,,,,
16641.423,www,,,,,,,,,,
16642.275,くさ,,,,,,,,,,
16643.73,匂いフェチ,,,,,,,,,,
16644.209,ｗｗｗｗ,,,,,,,,,,
16644.854,:_くさぁ:,,,,,,,,,,
16646.772,それはちょっと…,,,,,,,,,,
16648.166,あっそーいうしゅみ？,,,,,,,,,,
16651.586,匂いフェチってこと:exclamation_question_mark:︎,,,,,,,,,,
16654.443,でも好き,,,,,,,,,,
16657.79,たしかにw,,,,,,,,,,
16659.403,臭いフェチ疑惑,,,,,,,,,,
16668.652,あっ:_sad:,,,,,,,,,,
16684.131,(でも好き),,,,,,,,,,
16684.257,ぽっ,,,,,,,,,,
16686.63,:_sad:,,,,,,,,,,
16695.35,ぽ…！！,,,,,,,,,,
16697.547,別パーティって話ww,,,,,,,,,,
16698.664,ありがた,,,,,,,,,,
16702.768,すげえw,,,,,,,,,,
16705.302,:_nice:起こし,,,,,,,,,,
16706.011,ミリw,,,,,,,,,,
16710.756,すっごいミリ,,,,,,,,,,
16712.23,生きたｗ,,,,,,,,,,
16721.815,あっぶな,,,,,,,,,,
16739.022,うわーい,,,,,,,,,,
16742.186,ｗｗｗｗ,,,,,,,,,,
16743.168,LOL,,,,,,,,,,
16743.259,www,,,,,,,,,,
16747.804,wwwwww,,,,,,,,,,
16750.876,www,,,,,,,,,,
16751.824,www,,,,,,,,,,
16754.681,見えたw,,,,,,,,,,
16755.384,wwwwwwww,,,,,,,,,,
16755.448,ｗｗｗｗ,,,,,,,,,,
16758.14,wwww,,,,,,,,,,
16758.816,これはさっきのwww,,,,,,,,,,
16759.778,www,,,,,,,,,,
16763.406,あ,,,,,,,,,,
16767.139,:_くさぁ:,,,,,,,,,,
16767.623,wwww,,,,,,,,,,
16768.381,？？？？？,,,,,,,,,,
16768.641,多すぎw,,,,,,,,,,
16769.696,wwww,,,,,,,,,,
16770.066,ないふぁい:_じーじー:,,,,,,,,,,
16771.116,あ,,,,,,,,,,
16771.79,あ！？,,,,,,,,,,
16774.837,ww,,,,,,,,,,
16776.742,ないふぁい:_じーじー:,,,,,,,,,,
16778.528,おおすんぎｗ,,,,,,,,,,
16779.566,ないふぁい,,,,,,,,,,
16780.772,ｗｗｗ,,,,,,,,,,
16781.088,ないふぁい:_じーじー:,,,,,,,,,,
16781.423,ないファイ:_じーじー:,,,,,,,,,,
16782.053,wwww,,,,,,,,,,
16782.624,ないふぁい！:_じーじー:,,,,,,,,,,
16783.833,えぐｗｗ,,,,,,,,,,
16784.631,:_じーじー:,,,,,,,,,,
16787.131,ないふぁい:_じーじー:,,,,,,,,,,
16787.499,ないふぁい:_じーじー:,,,,,,,,,,
16791.057,100万人おったな,,,,,,,,,,
16793.259,:_toro::_toro:しはじめた？,,,,,,,,,,
16797.647,nf,,,,,,,,,,
16799.172,お布団勢起きてきたかあ,,,,,,,,,,
16805.687,みんな布団かぶってるって,,,,,,,,,,
16808.503,ないふぁい！,,,,,,,,,,
16810.574,当て感ってあんないいもんなの？？,,,,,,,,,,
16821.848,www,,,,,,,,,,
16824.092,無理ゲーw,,,,,,,,,,
16825.559,wwwwwww,,,,,,,,,,
16825.626,www,,,,,,,,,,
16826.036,www,,,,,,,,,,
16831.866,ずっと間違え続けてたw,,,,,,,,,,
16837.486,www,,,,,,,,,,
16846.424,気付きを得たな,,,,,,,,,,
16847.423,大前提から違ったかぁwww,,,,,,,,,,
16852.992,ありぴのランクがどんどん上がってるｗ,,,,,,,,,,
16858.296,:_くさぁ:,,,,,,,,,,
16859.918,www,,,,,,,,,,
16860.598,ｗｗｗ,,,,,,,,,,
16863.842,草,,,,,,,,,,
16863.824,壁ドンきちゃう,,,,,,,,,,
16864.354,まさかの自覚あり,,,,,,,,,,
16864.824,窓開けたら一気に気温下がりそう,,,,,,,,,,
16869.566,こんばんは初見ですm(*_ _)m,,,,,,,,,,
16885.168,wwwwww,,,,,,,,,,
16888.16,wwww,,,,,,,,,,
16888.75,wwwwwww,,,,,,,,,,
16891.076,www,,,,,,,,,,
16893.201,そんなにw,,,,,,,,,,
16895.208,www,,,,,,,,,,
16898.706,ｗｗｗ,,,,,,,,,,
16900.057,どす,,,,,,,,,,
16900.301,dos,,,,,,,,,,
16909.252,そうどす,,,,,,,,,,
16914.552,お、まだやってたこん:_hii::_naa:,,,,,,,,,,
16921.073,宝の地図もらえた？,,,,,,,,,,
16947.294,みんなめっちゃローww,,,,,,,,,,
16950.993,なんか敵強くなってきたねｗ,,,,,,,,,,
16952.799,わーい！,,,,,,,,,,
16954.004,ないふぁい:_じーじー:,,,,,,,,,,
16954.253,沢山おった,,,,,,,,,,
16954.902,ないふぁい:_じーじー:,,,,,,,,,,
16955.996,ないふぁい:_じーじー:,,,,,,,,,,
16956.47,:_じーじー:,,,,,,,,,,
16956.666,ないふぁい！:_じーじー:,,,,,,,,,,
16957.3,マイナス続き始まったw,,,,,,,,,,
16959.627,ないふぁい,,,,,,,,,,
16960.377,nf ! :_じーじー:,,,,,,,,,,
16962.41,ないふぁい:_じーじー:,,,,,,,,,,
16965.147,ないふぁい:_じーじー:,,,,,,,,,,
16965.515,:_じーじー:,,,,,,,,,,
16968.05,ないファイ:_じーじー:,,,,,,,,,,
16968.535,:_じーじー:,,,,,,,,,,
16970.182,ないふぁい:_じーじー:,,,,,,,,,,
16972.729,今日もかわいいぞ！,,,,,,,,,,
16972.86,猛者が起き出した？,,,,,,,,,,
16973.144,ないふぁい,,,,,,,,,,
16982.235,まだ居残りしてるマスターかな？,,,,,,,,,,
16988.336,だってひなーのもプラチナじゃないじゃん！！,,,,,,,,,,
17000.569,がんばれー！！,,,,,,,,,,
17017.665,www,,,,,,,,,,
17018.915,キタァ,,,,,,,,,,
17019.444,ありぴw,,,,,,,,,,
17021.119,おじいちゃん:_sad:,,,,,,,,,,
17021.862,おじいちゃんｗ,,,,,,,,,,
17024.082,ありぴじいちゃんが,,,,,,,,,,
17024.155,朝まで了解,,,,,,,,,,
17025.23,www,,,,,,,,,,
17027.69,ありぴ？,,,,,,,,,,
17031.272,？,,,,,,,,,,
17031.941,おじいちゃんおなかすいてるから,,,,,,,,,,
17034.798,ありぴおじいちゃんｗ,,,,,,,,,,
17035.212,ｗｗｗ,,,,,,,,,,
17036.265,ありじいのダメージが,,,,,,,,,,
17038.586,えぐw,,,,,,,,,,
17042.94,寝落ちする人絶対おるってw,,,,,,,,,,
17046.137,マジで。,,,,,,,,,,
17046.28,やば,,,,,,,,,,
17048.272,ひなのちゃん絶対グズるでしょw,,,,,,,,,,
17055.73,マスター耐久かな:red_question_mark:,,,,,,,,,,
17059.134,宮崎おじいちゃんが、、、,,,,,,,,,,
17068.359,脱ごう,,,,,,,,,,
17082.712,配信前,,,,,,,,,,
17086.357,ウフフ,,,,,,,,,,
17101.813,部屋ドア開けよ換気扇つけよ,,,,,,,,,,
17113.95,バッドコミニュケーションw,,,,,,,,,,
17126.26,叫び声がいっちゃんビックリした,,,,,,,,,,
17149.196,desuwa,,,,,,,,,,
17153.156,:_nice::_nice:,,,,,,,,,,
17156.159,:_nice::_nice:,,,,,,,,,,
17156.298,:_nice:,,,,,,,,,,
17156.314,:_nice:,,,,,,,,,,
17156.623,:_nice::_nice::_nice:,,,,,,,,,,
17156.836,:_nice::_nice::_nice:,,,,,,,,,,
17157.535,:_nice:,,,,,,,,,,
17158.663,:_nice::_nice:,,,,,,,,,,
17159.362,:_nice:,,,,,,,,,,
17164.735,:_nice::_nice:,,,,,,,,,,
17171.334,:_nice::_nice:,,,,,,,,,,
17172.205,ないすう,,,,,,,,,,
17182.053,タボチャとハボックそれぞれで持ってて草,,,,,,,,,,
17194.997,お？,,,,,,,,,,
17197.337,そうCAR,,,,,,,,,,
17199.557,CARまじで意外と良い,,,,,,,,,,
17202.492,なんて？,,,,,,,,,,
17211.521,ありぴの制止w,,,,,,,,,,
17212.021,今日は冷え込むなぁ,,,,,,,,,,
17237.81,監督不行き届きw,,,,,,,,,,
17243.329,www,,,,,,,,,,
17251.732,弱いCAR,,,,,,,,,,
17257.032,止まんねぇんだ,,,,,,,,,,
17260.965,www,,,,,,,,,,
17262.55,www,,,,,,,,,,
17264.692,www,,,,,,,,,,
17267.873,wwwwww,,,,,,,,,,
17274.704,:_くさぁ::_くさぁ:,,,,,,,,,,
17275.268,www,,,,,,,,,,
17284.542,いいCARんじw,,,,,,,,,,
17291.812,ｗｗｗ,,,,,,,,,,
17293.401,www,,,,,,,,,,
17299.598,www,,,,,,,,,,
17300.427,wwwwwww,,,,,,,,,,
17301.408,欲しいCARも？,,,,,,,,,,
17305.293,www,,,,,,,,,,
17308.23,www,,,,,,,,,,
17308.225,www,,,,,,,,,,
17309.009,www,,,,,,,,,,
17313.715,www,,,,,,,,,,
17317.613,あーーーw,,,,,,,,,,
17319.501,ん？？,,,,,,,,,,
17322.038,なんの縛りw,,,,,,,,,,
17324.022,だるいモード入ってるwww,,,,,,,,,,
17324.62,だめCAR,,,,,,,,,,
17324.768,腹痛いww,,,,,,,,,,
17325.489,ｗｗ,,,,,,,,,,
17326.18,ｗｗｗ,,,,,,,,,,
17326.809,car,,,,,,,,,,
17326.842,だめcar,,,,,,,,,,
17327.56,この流れすーちゃんとこでも見た気がする,,,,,,,,,,
17330.863,なんか冷えてきたな,,,,,,,,,,
17331.552,ん？？,,,,,,,,,,
17334.245,？,,,,,,,,,,
17334.841,冷え込んできたなぁ,,,,,,,,,,
17335.646,ブレーキないCAR,,,,,,,,,,
17343.077,ありぴとめてくれ,,,,,,,,,,
17349.769,語尾かぁが抜けねえw,,,,,,,,,,
17349.969,だめcar,,,,,,,,,,
17350.352,ですcar？,,,,,,,,,,
17370.002,草,,,,,,,,,,
17371.058,wwwwww,,,,,,,,,,
17372.837,大小あるんやw,,,,,,,,,,
17377.61,視漢ｗｗｗ,,,,,,,,,,
17377.874,wwww,,,,,,,,,,
17386.095,www,,,,,,,,,,
17398.2,www,,,,,,,,,,
17401.599,そこ戻るんやw,,,,,,,,,,
17422.801,帰ってきたcar,,,,,,,,,,
17428.733,査定w,,,,,,,,,,
17431.982,ｗｗｗｗｗ,,,,,,,,,,
17433.829,www,,,,,,,,,,
17435.462,ｗｗｗｗｗ,,,,,,,,,,
17436.284,www,,,,,,,,,,
17437.077,www,,,,,,,,,,
17438.567,www,,,,,,,,,,
17439.111,wwww,,,,,,,,,,
17441.394,wwwwwwww,,,,,,,,,,
17441.85,wwwwwww,,,,,,,,,,
17442.028,wwwwww,,,,,,,,,,
17444.101,ｗｗｗ,,,,,,,,,,
17444.755,ぶっとんでったｗ,,,,,,,,,,
17445.744,査定長いってｗ,,,,,,,,,,
17451.813,いつまでやってんw,,,,,,,,,,
17451.851,www,,,,,,,,,,
17452.286,偽物！？ｗｗｗｗｗ,,,,,,,,,,
17455.278,wwww,,,,,,,,,,
17455.276,贋作判定w,,,,,,,,,,
17457.482,だるまさんの伝統芸きた,,,,,,,,,,
17457.757,泥棒いるなwww,,,,,,,,,,
17458.29,www,,,,,,,,,,
17460.522,査定時間かかったなぁ,,,,,,,,,,
17460.898,警察！？,,,,,,,,,,
17462.146,ｗｗｗ,,,,,,,,,,
17464.263,偽物ｗｗｗ,,,,,,,,,,
17466.422,www,,,,,,,,,,
17466.714,偽装w,,,,,,,,,,
